episode,step,return,length
1205,406718,228.03,278
1206,407017,300.02,299
1207,407337,292.7,320
1208,407632,240.15,295
1209,407964,281.55,332
1210,408278,306.12,314
1211,408712,159.87,434
1212,408993,265.74,281
1213,409302,254.23,309
1214,409527,47.53,225
1215,409850,242.85,323
1216,410128,266.58,278
1217,410390,256.36,262
1218,410698,262.02,308
1219,411000,279.07,302
1220,411266,271.73,266
1221,411539,262.15,273
1222,411847,281.08,308
1223,412165,285.63,318
1224,412465,276.22,300
1225,412729,231.99,264
1226,413043,267.04,314
1227,413332,265.7,289
1228,413634,274.27,302
1229,413981,279.53,347
1230,414271,264.31,290
1231,414605,287.35,334
1232,414948,283.85,343
1233,415226,249.93,278
1234,415487,271.24,261
1235,415767,267.66,280
1236,416051,244.37,284
1237,416345,266.87,294
1238,416640,280.73,295
1239,416963,281.99,323
1240,417212,249.31,249
1241,417487,251.15,275
1242,417801,265.85,314
1243,418347,202.81,546
1244,418628,239.62,281
1245,418897,275.79,269
1246,419191,252.54,294
1247,419480,248.34,289
1248,419773,282.0,293
1249,420096,250.5,323
1250,420379,245.55,283
1251,420643,270.01,264
1252,420933,287.6,290
1253,421246,245.3,313
1254,421523,255.86,277
1255,421793,227.97,270
1256,422086,309.76,293
1257,422382,274.79,296
1258,422644,229.76,262
1259,422954,259.79,310
1260,423224,274.04,270
1261,423492,241.38,268
1262,423838,271.47,346
1263,424122,260.26,284
1264,424399,231.35,277
1265,424693,303.4,294
1266,424981,240.07,288
1267,425288,263.3,307
1268,425553,242.92,265
1269,425849,267.42,296
1270,426128,273.5,279
1271,426466,304.65,338
1272,426751,236.5,285
1273,427026,248.32,275
1274,427312,257.43,286
1275,427575,255.23,263
1276,427850,257.73,275
1277,428097,280.8,247
1278,428402,261.88,305
1279,428677,278.88,275
1280,428947,287.55,270
1281,429262,269.59,315
1282,429557,269.16,295
1283,429817,276.57,260
1284,430081,299.78,264
1285,430349,250.38,268
1286,430621,254.0,272
1287,430873,287.91,252
1288,431164,307.15,291
1289,431443,264.31,279
1290,431757,257.8,314
1291,432013,289.33,256
1292,432297,253.51,284
1293,432580,259.76,283
1294,432868,260.55,288
1295,433152,279.45,284
1296,433422,246.74,270
1297,433694,280.81,272
1298,433952,264.35,258
1299,434240,235.41,288
1300,434520,247.4,280
1301,434817,270.83,297
1302,435120,263.82,303
1303,435401,267.19,281
1304,435712,271.13,311
1305,435985,237.08,273
1306,436268,249.23,283
1307,436542,261.09,274
1308,436846,294.53,304
1309,437166,281.11,320
1310,437426,288.63,260
1311,437702,255.82,276
1312,437976,268.55,274
1313,438246,302.16,270
1314,438532,274.94,286
1315,438824,262.56,292
1316,439100,279.49,276
1317,439350,37.01,250
1318,439649,254.64,299
1319,439941,259.76,292
1320,440207,273.19,266
1321,440511,294.84,304
1322,440771,260.64,260
1323,441042,237.8,271
1324,441284,14.97,242
1325,441573,257.39,289
1326,441865,258.01,292
1327,442080,40.85,215
1328,443080,164.56,1000
1329,443361,260.25,281
1330,443567,41.09,206
1331,443823,276.5,256
1332,444082,264.39,259
1333,444296,37.46,214
1334,444496,43.88,200
1335,444774,271.73,278
1336,445101,289.29,327
1337,445382,227.14,281
1338,445648,298.64,266
1339,445922,238.8,274
1340,446188,273.77,266
1341,447188,181.93,1000
1342,447578,293.75,390
1343,448578,89.38,1000
1344,448883,275.81,305
1345,449172,238.43,289
1346,449491,276.2,319
1347,449735,245.23,244
1348,450003,255.98,268
1349,450298,289.19,295
1350,450582,263.31,284
1351,450859,257.12,277
1352,451143,282.3,284
1353,451457,270.96,314
1354,451720,273.94,263
1355,452014,271.01,294
1356,452243,79.74,229
1357,452497,274.58,254
1358,452771,263.44,274
1359,453093,291.2,322
1360,453377,288.56,284
1361,453662,268.68,285
1362,453952,279.7,290
1363,454248,283.64,296
1364,454519,244.06,271
1365,454846,299.9,327
1366,455197,281.49,351
1367,455519,290.96,322
1368,455839,277.66,320
1369,456074,62.11,235
1370,456342,242.02,268
1371,456620,289.87,278
1372,456884,304.83,264
1373,457199,282.17,315
1374,457497,254.28,298
1375,457760,260.82,263
1376,458027,237.1,267
1377,458295,263.97,268
1378,458578,265.95,283
1379,458792,54.49,214
1380,459058,254.64,266
1381,459350,283.79,292
1382,459611,232.54,261
1383,459870,256.09,259
1384,460114,296.98,244
1385,460398,268.87,284
1386,460982,179.51,584
1387,461307,280.24,325
1388,461585,277.25,278
1389,461840,251.56,255
1390,462089,285.09,249
1391,462406,279.84,317
1392,462657,301.59,251
1393,462923,240.54,266
1394,463203,289.29,280
1395,463448,272.08,245
1396,463724,271.67,276
1397,463992,275.68,268
1398,464201,55.86,209
1399,464455,263.12,254
1400,464734,267.46,279
1401,464973,276.52,239
1402,465203,244.66,230
1403,465489,285.85,286
1404,465717,271.33,228
1405,466030,279.45,313
1406,466324,268.65,294
1407,466577,242.81,253
1408,466830,240.37,253
1409,467086,295.61,256
1410,468086,90.38,1000
1411,468413,265.95,327
1412,468685,273.01,272
1413,468955,269.81,270
1414,469955,138.8,1000
1415,470955,182.31,1000
1416,471215,241.93,260
1417,471497,271.16,282
1418,471779,269.64,282
1419,472021,275.59,242
1420,472262,48.76,241
1421,472524,268.73,262
1422,472815,247.24,291
1423,473109,255.29,294
1424,474018,291.54,909
1425,474307,258.2,289
1426,474636,301.98,329
1427,474912,258.95,276
1428,475142,258.9,230
1429,475390,237.2,248
1430,475639,292.79,249
1431,475888,273.04,249
1432,476151,251.84,263
1433,476433,220.19,282
1434,476687,260.5,254
1435,476985,270.99,298
1436,477311,295.7,326
1437,477558,277.15,247
1438,477836,239.27,278
1439,478132,245.54,296
1440,478376,243.72,244
1441,478608,267.05,232
1442,478809,51.25,201
1443,479062,271.82,253
1444,479300,288.15,238
1445,479542,262.95,242
1446,479811,287.35,269
1447,480048,57.04,237
1448,480344,281.09,296
1449,480576,277.66,232
1450,480857,285.49,281
1451,481169,264.54,312
1452,481460,270.57,291
1453,481668,37.55,208
1454,481881,38.33,213
1455,482881,149.22,1000
1456,483126,259.97,245
1457,483436,280.1,310
1458,483721,274.55,285
1459,484002,234.08,281
1460,484249,264.95,247
1461,484582,257.07,333
1462,484813,281.02,231
1463,485081,252.14,268
1464,486081,123.05,1000
1465,486440,280.97,359
1466,487440,114.3,1000
1467,488440,152.9,1000
1468,489126,279.1,686
1469,489403,266.1,277
1470,489695,275.79,292
1471,489979,271.41,284
1472,490262,283.18,283
1473,490550,270.99,288
1474,490756,22.57,206
1475,490957,44.0,201
1476,491305,265.92,348
1477,491593,282.49,288
1478,491786,39.7,193
1479,491949,11.22,163
1480,492276,264.24,327
1481,492551,238.52,275
1482,492813,270.02,262
1483,493177,284.45,364
1484,493469,234.01,292
1485,493665,37.9,196
1486,493886,252.11,221
1487,494155,284.87,269
1488,494435,263.16,280
1489,494680,302.95,245
1490,494922,302.09,242
1491,495192,289.95,270
1492,496192,126.64,1000
1493,496378,-11.27,186
1494,496953,302.67,575
1495,497158,40.27,205
1496,497368,57.72,210
1497,497963,187.8,595
1498,498311,292.92,348
1499,498552,263.37,241
1500,498818,236.79,266
1501,499003,45.22,185
1502,499237,229.33,234
1503,499561,283.75,324
1504,499795,245.96,234
1505,500093,251.02,298
1506,500366,267.84,273
1507,500655,282.09,289
1508,500981,257.1,326
1509,501187,62.25,206
1510,501453,270.68,266
1511,501714,230.0,261
1512,502008,282.48,294
1513,502285,255.75,277
1514,502595,294.69,310
1515,502857,304.96,262
1516,503104,254.82,247
1517,503407,288.96,303
1518,503682,281.6,275
1519,503953,254.47,271
1520,504218,288.72,265
1521,504525,257.91,307
1522,504794,272.84,269
1523,505103,264.14,309
1524,505350,280.03,247
1525,505553,54.86,203
1526,505800,266.11,247
1527,506800,167.55,1000
1528,507029,257.42,229
1529,507284,265.67,255
1530,507565,294.32,281
1531,507842,275.62,277
1532,508107,283.4,265
1533,508350,281.4,243
1534,508638,270.08,288
1535,508926,267.41,288
1536,509204,303.14,278
1537,509457,285.91,253
1538,509697,293.14,240
1539,509983,273.41,286
1540,510239,268.64,256
1541,510500,249.92,261
1542,511500,126.01,1000
1543,511784,244.84,284
1544,512086,291.27,302
1545,512373,290.6,287
1546,512609,255.7,236
1547,512892,287.52,283
1548,513892,133.55,1000
1549,514072,56.51,180
1550,514957,282.0,885
1551,515957,157.44,1000
1552,516197,275.2,240
1553,516675,245.68,478
1554,516916,296.27,241
1555,517197,280.42,281
1556,517468,273.67,271
1557,517794,247.12,326
1558,518193,274.26,399
1559,518531,271.79,338
1560,518809,243.27,278
1561,519084,255.62,275
1562,519354,270.35,270
1563,519659,262.11,305
1564,519961,286.78,302
1565,520180,61.97,219
1566,520569,294.86,389
1567,520896,300.53,327
1568,521216,276.06,320
1569,521575,250.44,359
1570,521890,263.98,315
1571,522207,282.26,317
1572,522490,290.73,283
1573,522743,255.55,253
1574,523254,278.05,511
1575,523432,34.1,178
1576,524400,201.08,968
1577,524694,259.47,294
1578,525694,164.44,1000
1579,526006,265.71,312
1580,526298,260.57,292
1581,526626,237.33,328
1582,526943,289.1,317
1583,527197,285.77,254
1584,528197,151.04,1000
1585,528526,260.57,329
1586,529365,245.6,839
1587,529677,283.01,312
1588,530066,278.28,389
1589,530588,261.28,522
1590,530958,269.54,370
1591,531640,226.52,682
1592,531954,250.62,314
1593,532954,127.9,1000
1594,533218,267.67,264
1595,533621,260.63,403
1596,533819,30.45,198
1597,534051,251.75,232
1598,534300,269.72,249
1599,534565,289.3,265
1600,534924,265.23,359
1601,535181,299.93,257
1602,535459,273.69,278
1603,535808,265.35,349
1604,536085,267.27,277
1605,536468,272.13,383
1606,536665,44.32,197
1607,536944,287.92,279
1608,537193,280.67,249
1609,537482,258.72,289
1610,537763,242.09,281
1611,538062,250.71,299
1612,538971,271.41,909
1613,539231,239.16,260
1614,539900,277.42,669
1615,540162,238.0,262
1616,540444,260.27,282
1617,541285,268.37,841
1618,542285,120.82,1000
1619,542541,285.62,256
1620,542856,288.53,315
1621,543147,255.72,291
1622,543385,291.32,238
1623,544385,139.15,1000
1624,544629,259.32,244
1625,544885,279.37,256
1626,545454,240.46,569
1627,546454,149.33,1000
1628,547454,162.15,1000
1629,548454,165.05,1000
1630,549454,171.61,1000
1631,550454,131.38,1000
1632,551454,154.43,1000
1633,552454,140.43,1000
1634,553347,283.14,893
1635,553858,208.66,511
1636,554858,146.26,1000
1637,555688,247.88,830
1638,556620,232.53,932
1639,557620,163.49,1000
1640,557852,32.33,232
1641,558567,237.23,715
1642,559135,280.55,568
1643,559618,304.57,483
1644,560565,258.46,947
1645,561565,158.85,1000
1646,562537,294.98,972
1647,563234,275.59,697
1648,563528,265.71,294
1649,563867,273.93,339
1650,564304,282.53,437
1651,564615,288.24,311
1652,565348,271.53,733
1653,565609,258.8,261
1654,565891,289.47,282
1655,566331,299.0,440
1656,566773,296.23,442
1657,567136,252.24,363
1658,567489,305.5,353
1659,568489,166.88,1000
1660,568769,246.26,280
1661,569091,232.28,322
1662,570091,155.5,1000
1663,570431,249.53,340
1664,570751,307.21,320
1665,571022,241.8,271
1666,571463,273.68,441
1667,571738,290.96,275
1668,572013,265.65,275
1669,572297,254.03,284
1670,572633,236.59,336
1671,572960,266.31,327
1672,573244,274.84,284
1673,573554,249.5,310
1674,573876,261.01,322
1675,574155,285.9,279
1676,574462,262.6,307
1677,574774,249.61,312
1678,575153,259.14,379
1679,575452,278.05,299
1680,575762,285.0,310
1681,576085,283.39,323
1682,576373,294.34,288
1683,576620,286.45,247
1684,576952,277.73,332
1685,577209,246.94,257
1686,577495,252.64,286
1687,577762,237.64,267
1688,578064,258.13,302
1689,578469,291.29,405
1690,578750,249.54,281
1691,579005,293.35,255
1692,579264,230.47,259
1693,579574,289.38,310
1694,579890,287.52,316
1695,580170,250.61,280
1696,581170,167.16,1000
1697,581582,289.76,412
1698,581838,264.4,256
1699,582115,284.19,277
1700,582411,271.2,296
1701,582665,273.03,254
1702,582948,279.85,283
1703,583251,264.78,303
1704,583592,278.8,341
1705,583855,263.62,263
1706,584121,277.32,266
1707,584409,288.3,288
1708,584688,265.17,279
1709,584983,301.56,295
1710,585276,268.44,293
1711,585544,300.1,268
1712,585823,255.37,279
1713,586113,292.3,290
1714,586395,247.05,282
1715,586643,287.7,248
1716,586892,271.81,249
1717,587179,280.63,287
1718,587439,281.39,260
1719,587727,284.2,288
1720,587998,294.04,271
1721,588257,261.13,259
1722,588585,297.76,328
1723,588879,243.7,294
1724,589264,272.47,385
1725,589508,274.16,244
1726,589783,233.39,275
1727,590084,286.44,301
1728,590347,278.06,263
1729,590621,253.12,274
1730,590903,264.75,282
1731,591802,186.24,899
1732,592090,241.99,288
1733,592456,264.77,366
1734,592865,258.87,409
1735,593197,251.19,332
1736,593773,269.63,576
1737,594310,272.02,537
1738,594697,266.92,387
1739,594955,283.81,258
1740,595248,275.7,293
1741,595533,265.79,285
1742,595857,303.69,324
1743,596215,270.27,358
1744,596563,285.1,348
1745,596813,262.52,250
1746,597172,286.32,359
1747,597505,290.14,333
1748,597763,243.42,258
1749,598066,257.36,303
1750,598347,255.49,281
1751,598682,287.6,335
1752,598967,269.47,285
1753,599301,287.78,334
1754,599565,262.69,264
1755,599850,246.07,285
1756,600850,178.3,1000
1757,601173,280.12,323
1758,601494,276.48,321
1759,601794,275.88,300
1760,602102,285.89,308
1761,602387,256.5,285
1762,602648,42.57,261
1763,602980,286.15,332
1764,603365,272.6,385
1765,603790,275.69,425
1766,604030,273.1,240
1767,605030,136.21,1000
1768,605301,298.58,271
1769,605578,280.91,277
1770,605876,249.59,298
1771,606266,262.26,390
1772,606650,284.35,384
1773,606924,225.33,274
1774,607170,249.81,246
1775,608132,183.21,962
1776,608431,257.98,299
1777,608773,284.46,342
1778,609050,269.78,277
1779,609339,268.44,289
1780,609631,295.67,292
1781,609912,245.44,281
1782,610165,286.22,253
1783,610415,294.87,250
1784,610661,239.99,246
1785,610951,257.31,290
1786,611240,263.01,289
1787,612240,135.44,1000
1788,612502,252.89,262
1789,612806,265.26,304
1790,613047,302.16,241
1791,613328,286.88,281
1792,613577,258.19,249
1793,613832,255.38,255
1794,614150,289.17,318
1795,614406,251.37,256
1796,614696,269.2,290
1797,614976,289.1,280
1798,615225,275.46,249
1799,615908,160.35,683
1800,616171,242.48,263
1801,616412,271.61,241
1802,616703,283.04,291
1803,616993,269.93,290
1804,617275,269.79,282
1805,617540,255.68,265
1806,617812,270.41,272
1807,618106,269.83,294
1808,618366,270.2,260
1809,618668,282.87,302
1810,618936,229.58,268
1811,619188,271.65,252
1812,619425,263.28,237
1813,619708,268.96,283
1814,619973,241.14,265
1815,620275,282.99,302
1816,620559,290.04,284
1817,620976,198.75,417
1818,621244,310.75,268
1819,621527,280.52,283
1820,621776,268.46,249
1821,622016,264.3,240
1822,622281,253.76,265
1823,622596,305.97,315
1824,622872,268.41,276
1825,623180,273.64,308
1826,623435,281.86,255
1827,623691,247.03,256
1828,624691,161.74,1000
1829,624949,255.4,258
1830,625233,267.7,284
1831,625473,296.78,240
1832,626473,151.54,1000
1833,626766,276.78,293
1834,627042,237.0,276
1835,627321,253.77,279
1836,627553,254.5,232
1837,627799,261.58,246
1838,628041,297.62,242
1839,628300,277.93,259
1840,628581,239.97,281
1841,628906,283.48,325
1842,629235,273.08,329
1843,630042,218.68,807
1844,630443,296.21,401
1845,630728,288.24,285
1846,631019,232.97,291
1847,631300,240.38,281
1848,631569,278.13,269
1849,631839,285.17,270
1850,632087,253.52,248
1851,633087,143.69,1000
1852,633370,255.93,283
1853,633721,244.75,351
1854,634025,264.48,304
1855,634355,229.35,330
1856,634718,274.79,363
1857,635718,120.5,1000
1858,636027,293.63,309
1859,637027,158.15,1000
1860,637316,274.46,289
1861,637648,268.41,332
1862,637894,274.89,246
1863,638162,269.51,268
1864,638444,279.26,282
1865,638749,263.77,305
1866,639068,283.02,319
1867,639377,292.57,309
1868,640176,222.48,799
1869,640468,257.01,292
1870,640760,258.31,292
1871,641048,266.79,288
1872,641685,207.6,637
1873,641965,272.4,280
1874,642965,115.23,1000
1875,643260,274.2,295
1876,643510,267.14,250
1877,644028,276.5,518
1878,644306,269.31,278
1879,644637,259.73,331
1880,644948,279.98,311
1881,645196,235.23,248
1882,645470,278.68,274
1883,645743,260.27,273
1884,646402,299.67,659
1885,646684,258.39,282
1886,646976,245.56,292
1887,647225,259.48,249
1888,648225,172.5,1000
1889,649225,147.84,1000
1890,649878,204.61,653
1891,650179,236.92,301
1892,650418,270.39,239
1893,651418,123.95,1000
1894,651665,242.31,247
1895,652010,269.94,345
1896,652340,270.88,330
1897,652642,271.12,302
1898,652911,299.54,269
1899,653597,265.09,686
1900,653860,273.01,263
1901,654177,254.23,317
1902,654483,247.78,306
1903,654812,245.93,329
1904,655149,267.88,337
1905,655428,280.83,279
1906,655748,284.55,320
1907,656059,303.72,311
1908,656378,269.45,319
1909,656772,246.04,394
1910,657165,273.16,393
1911,657434,243.08,269
1912,658434,192.43,1000
1913,658670,1.34,236
1914,659117,259.72,447
1915,659378,235.74,261
1916,659642,257.11,264
1917,659907,278.35,265
1918,660907,156.36,1000
1919,661341,234.88,434
1920,661718,275.93,377
1921,662143,295.73,425
1922,662488,269.22,345
1923,662837,224.94,349
1924,663157,309.23,320
1925,663450,252.09,293
1926,663703,277.72,253
1927,664142,272.94,439
1928,664381,294.46,239
1929,664658,263.46,277
1930,665379,216.49,721
1931,665651,296.16,272
1932,665898,239.22,247
1933,666266,272.62,368
1934,666527,251.82,261
1935,666754,288.58,227
1936,667018,294.01,264
1937,667331,229.33,313
1938,667592,270.65,261
1939,667853,277.95,261
1940,668136,260.41,283
1941,668409,274.34,273
1942,668672,242.78,263
1943,668949,251.49,277
1944,669526,303.65,577
1945,669772,269.83,246
1946,670064,265.58,292
1947,670343,265.27,279
1948,671343,165.6,1000
1949,671613,268.83,270
1950,671891,239.88,278
1951,672177,281.03,286
1952,673177,158.59,1000
1953,673441,242.67,264
1954,673767,244.27,326
1955,674191,254.33,424
1956,674487,275.22,296
1957,674797,259.72,310
1958,675096,294.33,299
1959,675338,231.39,242
1960,675593,283.7,255
1961,675846,238.94,253
1962,676138,263.83,292
1963,677138,172.79,1000
1964,677422,254.56,284
1965,677682,259.84,260
1966,677924,247.25,242
1967,678184,245.98,260
1968,678492,271.82,308
1969,678773,274.31,281
1970,679061,310.64,288
1971,679307,255.83,246
1972,679581,278.17,274
1973,679857,260.71,276
1974,680132,290.24,275
1975,680461,296.33,329
1976,680740,259.63,279
1977,681740,158.92,1000
1978,682054,252.7,314
1979,683054,142.44,1000
1980,683314,242.12,260
1981,683605,287.53,291
1982,683880,263.49,275
1983,684112,275.54,232
1984,684402,281.62,290
1985,685402,172.69,1000
1986,685654,273.25,252
1987,685977,256.16,323
1988,686273,257.68,296
1989,686554,281.1,281
1990,687554,141.36,1000
1991,687809,295.1,255
1992,688085,286.9,276
1993,688406,285.61,321
1994,689406,159.24,1000
1995,689780,281.57,374
1996,690078,280.51,298
1997,690424,307.28,346
1998,690712,258.63,288
1999,691054,285.88,342
2000,691318,274.78,264
2001,691619,262.86,301
2002,691850,297.63,231
2003,692172,257.54,322
2004,692426,257.1,254
2005,692732,271.3,306
2006,692960,266.57,228
2007,693262,271.59,302
2008,693511,297.7,249
2009,693736,60.21,225
2010,694049,288.14,313
2011,695049,177.73,1000
2012,695333,265.2,284
2013,695627,251.8,294
2014,695892,259.9,265
2015,696150,264.75,258
2016,696382,237.65,232
2017,696708,298.05,326
2018,696959,270.83,251
2019,697238,227.96,279
2020,697474,274.94,236
2021,697870,182.99,396
2022,698095,295.46,225
2023,698329,263.15,234
2024,698643,277.85,314
2025,698902,283.79,259
2026,699129,300.58,227
2027,699437,292.11,308
2028,699724,280.39,287
2029,700020,293.05,296
2030,700292,288.05,272
2031,700637,273.78,345
2032,700884,271.09,247
2033,701171,302.21,287
2034,701444,275.75,273
2035,701708,285.21,264
2036,701956,229.22,248
2037,702956,119.22,1000
2038,703290,271.66,334
2039,703547,261.12,257
2040,704547,176.53,1000
2041,704819,246.07,272
2042,705090,271.07,271
2043,705360,290.41,270
2044,705665,280.52,305
2045,705918,261.6,253
2046,706205,266.04,287
2047,706484,292.41,279
2048,706803,273.44,319
2049,707060,243.85,257
2050,707376,297.79,316
2051,707623,256.66,247
2052,707874,246.79,251
2053,708144,244.13,270
2054,708416,283.25,272
2055,708653,281.71,237
2056,708927,292.52,274
2057,709223,311.04,296
2058,709488,289.22,265
2059,709778,300.46,290
2060,710047,254.88,269
2061,710285,282.81,238
2062,710601,282.93,316
2063,711601,170.23,1000
2064,711892,285.84,291
2065,712142,286.26,250
2066,713142,144.39,1000
2067,713432,294.57,290
2068,713711,270.42,279
2069,714010,241.62,299
2070,714263,245.28,253
2071,714528,274.23,265
2072,714782,284.73,254
2073,715037,253.22,255
2074,715279,244.55,242
2075,715557,274.21,278
2076,715831,309.82,274
2077,716099,277.31,268
2078,716384,278.7,285
2079,716641,283.33,257
2080,716895,271.67,254
2081,717155,311.01,260
2082,717422,274.35,267
2083,717673,303.43,251
2084,717911,251.03,238
2085,718158,256.85,247
2086,718420,260.62,262
2087,718682,253.06,262
2088,718976,255.73,294
2089,719253,292.02,277
2090,719506,246.79,253
2091,719769,235.81,263
2092,720011,226.54,242
2093,720276,281.39,265
2094,720535,240.08,259
2095,720849,273.36,314
2096,721114,261.48,265
2097,721371,239.32,257
2098,721644,257.92,273
2099,721917,270.26,273
2100,722208,290.51,291
2101,722440,320.46,232
2102,722686,282.88,246
2103,722963,233.66,277
2104,723235,264.56,272
2105,723514,263.89,279
2106,723799,297.94,285
2107,724035,243.11,236
2108,724347,274.66,312
2109,724618,306.09,271
2110,724902,282.8,284
2111,725153,242.25,251
2112,725415,263.39,262
2113,725693,266.24,278
2114,725936,255.01,243
2115,726186,236.84,250
2116,726456,296.08,270
2117,726719,256.91,263
2118,727019,234.13,300
2119,727254,259.21,235
2120,727507,259.41,253
2121,727793,272.03,286
2122,728005,263.45,212
2123,729005,179.14,1000
2124,729276,293.5,271
2125,729530,247.93,254
2126,729799,262.41,269
2127,730799,159.23,1000
2128,731070,285.52,271
2129,731331,291.33,261
2130,732331,176.84,1000
2131,732574,233.37,243
2132,732869,223.71,295
2133,733133,258.34,264
2134,733423,264.58,290
2135,733706,223.16,283
2136,733943,50.06,237
2137,734274,266.47,331
2138,735274,165.89,1000
2139,735591,307.73,317
2140,735851,266.51,260
2141,736108,259.23,257
2142,736380,238.9,272
2143,736658,283.63,278
2144,736902,259.73,244
2145,737168,221.18,266
2146,738168,188.6,1000
2147,738435,259.9,267
2148,738694,262.96,259
2149,738908,-5.15,214
2150,739908,136.8,1000
2151,740908,136.51,1000
2152,741161,268.99,253
2153,741460,239.09,299
2154,742460,152.49,1000
2155,742748,246.37,288
2156,743033,253.82,285
2157,743292,256.77,259
2158,743569,242.7,277
2159,743841,301.41,272
2160,744113,234.26,272
2161,744382,251.52,269
2162,744646,229.65,264
2163,744899,249.3,253
2164,745155,260.14,256
2165,745417,261.11,262
2166,745680,291.21,263
2167,745976,276.08,296
2168,746237,258.39,261
2169,746511,277.15,274
2170,747511,151.85,1000
2171,748511,106.62,1000
2172,748774,250.89,263
2173,749774,169.91,1000
2174,750054,268.9,280
2175,750326,266.48,272
2176,750616,248.26,290
2177,750889,278.51,273
2178,751168,228.16,279
2179,751455,285.2,287
2180,751711,233.11,256
2181,751975,245.69,264
2182,752235,238.74,260
2183,752489,253.07,254
2184,752783,267.85,294
2185,753044,297.52,261
2186,753307,246.38,263
2187,753586,252.97,279
2188,753834,279.91,248
2189,754070,281.64,236
2190,754354,259.66,284
2191,754638,229.88,284
2192,754914,267.83,276
2193,755181,266.57,267
2194,755435,303.5,254
2195,755721,274.28,286
2196,755988,274.31,267
2197,756302,300.06,314
2198,756565,238.81,263
2199,756815,258.65,250
2200,757098,277.13,283
2201,757407,298.72,309
2202,757671,259.7,264
2203,757934,262.11,263
2204,758220,243.63,286
2205,758500,287.49,280
2206,758805,285.77,305
2207,759047,289.23,242
2208,759352,309.54,305
2209,759640,276.0,288
2210,759901,311.7,261
2211,760901,178.27,1000
2212,761145,302.77,244
2213,762145,173.81,1000
2214,762444,245.5,299
2215,763006,255.96,562
2216,763267,270.72,261
2217,763565,302.03,298
2218,763818,281.27,253
2219,764105,272.21,287
2220,764368,250.79,263
2221,764628,273.96,260
2222,764917,251.99,289
2223,765162,252.94,245
2224,765414,255.29,252
2225,765691,292.33,277
2226,766009,302.22,318
2227,766291,291.71,282
2228,766931,198.07,640
2229,767172,310.64,241
2230,767427,270.23,255
2231,767683,276.45,256
2232,767940,269.85,257
2233,768940,165.74,1000
2234,769201,257.43,261
2235,769459,275.21,258
2236,770459,126.63,1000
2237,770704,253.28,245
2238,770992,259.31,288
2239,771290,282.7,298
2240,771533,271.87,243
2241,771798,259.63,265
2242,772071,269.31,273
2243,772322,234.46,251
2244,772592,301.81,270
2245,772826,284.15,234
2246,773826,148.65,1000
2247,774097,293.57,271
2248,774380,240.35,283
2249,775380,165.95,1000
2250,775572,60.1,192
2251,775885,284.16,313
2252,776885,140.01,1000
2253,777184,292.87,299
2254,777489,242.68,305
2255,777773,7.17,284
2256,778093,286.41,320
2257,778412,277.79,319
2258,778680,269.98,268
2259,778942,284.41,262
2260,779942,143.16,1000
2261,780210,288.04,268
2262,780452,271.33,242
2263,780774,217.47,322
2264,781387,243.94,613
2265,781646,259.75,259
2266,781959,278.87,313
2267,782226,272.95,267
2268,782501,236.52,275
2269,782755,257.32,254
2270,782987,293.69,232
2271,783250,276.03,263
2272,783515,243.17,265
2273,783815,255.35,300
2274,784127,278.49,312
2275,785127,125.29,1000
2276,785457,275.76,330
2277,785736,227.99,279
2278,785985,252.0,249
2279,786253,266.68,268
2280,786513,243.86,260
2281,786774,269.33,261
2282,787042,299.04,268
2283,787267,302.71,225
2284,787566,275.49,299
2285,787821,239.95,255
2286,788048,279.29,227
2287,788383,274.72,335
2288,788615,275.85,232
2289,789615,82.54,1000
2290,789909,292.46,294
2291,790207,287.61,298
2292,790382,76.58,175
2293,790636,267.67,254
2294,790942,317.17,306
2295,791205,255.7,263
2296,791493,296.6,288
2297,791766,267.25,273
2298,792092,239.18,326
2299,792374,276.39,282
2300,792652,257.08,278
2301,792935,291.53,283
2302,793169,250.06,234
2303,793408,254.76,239
2304,793676,289.87,268
2305,793933,258.32,257
2306,794933,162.94,1000
2307,795226,262.2,293
2308,796226,166.62,1000
2309,796465,257.54,239
2310,796750,274.36,285
2311,797750,166.06,1000
2312,797991,280.49,241
2313,798231,279.47,240
2314,798498,264.38,267
2315,798756,262.04,258
2316,799012,256.17,256
2317,799285,262.44,273
2318,799567,289.71,282
2319,799767,66.37,200
2320,800080,282.95,313
2321,800341,266.19,261
2322,800630,283.17,289
2323,800903,282.37,273
2324,801157,258.38,254
2325,801445,247.96,288
2326,802445,183.82,1000
2327,802735,270.08,290
2328,802984,285.68,249
2329,803984,155.6,1000
2330,804984,164.22,1000
2331,805273,311.35,289
2332,805529,259.37,256
2333,805799,249.05,270
2334,806059,230.12,260
2335,806352,305.95,293
2336,806637,310.22,285
2337,806906,252.22,269
2338,807145,267.18,239
2339,807409,309.93,264
2340,807694,270.3,285
2341,807985,261.47,291
2342,808260,297.81,275
2343,808513,275.09,253
2344,808780,279.1,267
2345,809090,304.54,310
2346,809340,259.83,250
2347,809582,275.81,242
2348,809858,278.59,276
2349,810123,286.37,265
2350,810393,237.35,270
2351,810631,259.79,238
2352,810896,279.21,265
2353,811172,232.44,276
2354,811602,209.0,430
2355,811846,319.2,244
2356,812140,287.62,294
2357,812410,304.36,270
2358,812652,286.86,242
2359,812900,252.83,248
2360,813900,177.81,1000
2361,814400,217.75,500
2362,814699,278.25,299
